player_id,level_completed,time_spent,actions_taken,difficulty,last_level_attempts,average_level_time,last_level_cleared,score
617,10,202,restart,6,2,20.2,1,512
618,2,243,play,2,7,121.5,0,104
619,5,35,play,5,8,7.0,0,260
620,9,93,get_help,1,8,10.333333333333334,0,452
621,4,207,level_up,5,10,51.75,0,210
622,6,213,restart,4,7,35.5,0,308
623,1,159,restart,5,5,159.0,0,60
624,9,24,restart,3,1,2.6666666666666665,0,456
625,1,293,play,3,9,293.0,0,56
626,5,4,level_up,5,7,0.8,0,260
627,4,220,get_help,3,2,55.0,0,206
628,3,20,quit,4,6,6.666666666666667,0,158
629,6,152,quit,2,2,25.333333333333332,0,304
630,2,50,restart,3,1,25.0,0,106
631,3,177,level_up,3,7,59.0,0,156
632,5,96,play,5,2,19.2,0,260
633,9,105,level_up,4,2,11.666666666666666,0,458
634,2,250,level_up,2,5,125.0,0,104
635,10,117,play,5,5,11.7,1,510
636,8,228,restart,5,7,28.5,0,410
637,2,66,level_up,6,1,33.0,0,112
638,5,262,quit,4,8,52.4,0,258
639,7,295,play,2,3,42.142857142857146,0,354
640,8,243,get_help,4,4,30.375,0,408
641,1,186,restart,2,9,186.0,0,54
642,6,246,play,4,4,41.0,0,308
643,1,125,get_help,5,10,125.0,0,60
644,2,268,get_help,5,5,134.0,0,110
645,1,131,level_up,1,7,131.0,0,52
646,5,237,level_up,3,4,47.4,0,256
647,10,18,level_up,6,1,1.8,1,512
648,9,40,play,4,9,4.444444444444445,0,458
649,6,21,play,6,4,3.5,0,312
650,1,225,restart,1,9,225.0,0,52
651,1,282,level_up,3,6,282.0,0,56
652,2,8,get_help,4,1,4.0,0,108
653,9,100,quit,2,3,11.11111111111111,0,454
654,3,240,restart,3,2,80.0,0,156
655,1,87,play,5,9,87.0,0,60
656,5,298,restart,1,1,59.6,0,252
657,7,14,restart,3,9,2.0,0,356
658,6,2,restart,3,9,0.3333333333333333,0,306
659,1,293,restart,5,8,293.0,0,60
660,5,41,quit,4,8,8.2,0,258
661,5,111,level_up,2,1,22.2,0,254
662,6,14,get_help,5,8,2.3333333333333335,0,310
663,3,231,restart,2,10,77.0,0,154
664,5,84,restart,4,3,16.8,0,258
665,7,130,restart,3,7,18.571428571428573,0,356
666,5,231,level_up,2,1,46.2,0,254
667,5,145,play,1,1,29.0,0,252
668,5,28,play,1,10,5.6,0,252
669,10,66,quit,5,5,6.6,1,510
670,10,163,play,4,5,16.3,1,508
671,3,229,restart,5,8,76.33333333333333,0,160
672,1,261,restart,5,7,261.0,0,60
673,5,164,restart,6,8,32.8,0,262
674,9,287,quit,5,6,31.88888888888889,0,460
675,1,10,restart,6,6,10.0,0,62
676,3,195,play,1,2,65.0,0,152
677,4,118,level_up,1,6,29.5,0,202
678,1,270,level_up,5,5,270.0,0,60
679,1,80,get_help,1,3,80.0,0,52
680,8,93,play,4,6,11.625,0,408
681,2,266,restart,6,8,133.0,0,112
682,8,257,level_up,6,9,32.125,0,412
683,7,133,play,5,1,19.0,0,360
684,10,276,level_up,1,3,27.6,1,502
685,10,264,restart,2,3,26.4,1,504
686,2,171,level_up,6,8,85.5,0,112
687,6,1,get_help,5,1,0.16666666666666666,0,310
688,6,64,get_help,5,5,10.666666666666666,0,310
689,3,284,level_up,4,3,94.66666666666667,0,158
690,2,121,play,3,2,60.5,0,106
691,1,107,play,3,8,107.0,0,56
692,6,175,play,6,3,29.166666666666668,0,312
693,5,204,level_up,4,7,40.8,0,258
694,9,165,play,4,1,18.333333333333332,0,458
695,1,120,restart,4,6,120.0,0,58
696,7,44,get_help,6,3,6.285714285714286,0,362
697,5,156,restart,3,8,31.2,0,256
698,5,207,play,4,6,41.4,0,258
699,2,108,restart,1,2,54.0,0,102
700,3,251,play,5,6,83.66666666666667,0,160
701,7,130,level_up,5,7,18.571428571428573,0,360
702,6,293,restart,2,5,48.833333333333336,0,304
703,2,20,level_up,2,3,10.0,0,104
704,6,282,level_up,6,4,47.0,0,312
705,2,285,quit,6,4,142.5,0,112
706,2,1,play,5,6,0.5,0,110
707,2,119,get_help,1,10,59.5,0,102
708,3,35,play,3,1,11.666666666666666,0,156
709,2,198,get_help,3,4,99.0,0,106
710,4,245,play,6,10,61.25,0,212
711,9,59,level_up,1,4,6.555555555555555,0,452
712,6,161,restart,6,10,26.833333333333332,0,312
713,1,179,restart,3,1,179.0,0,56
714,8,206,quit,6,9,25.75,0,412
715,7,12,get_help,4,4,1.7142857142857142,0,358
716,10,276,get_help,6,7,27.6,1,512
717,3,181,get_help,5,3,60.333333333333336,0,160
718,1,242,level_up,6,10,242.0,0,62
719,5,216,get_help,5,3,43.2,0,260
720,4,251,restart,1,8,62.75,0,202
721,10,299,level_up,3,8,29.9,1,506
722,8,126,play,2,1,15.75,0,404
723,1,217,get_help,2,10,217.0,0,54
724,10,285,get_help,3,2,28.5,1,506
725,1,185,play,2,8,185.0,0,54
726,4,39,get_help,6,1,9.75,0,212
727,8,223,play,1,8,27.875,0,402
728,5,184,level_up,1,8,36.8,0,252
729,2,178,restart,3,2,89.0,0,106
730,6,294,play,2,4,49.0,0,304
731,5,151,quit,6,6,30.2,0,262
732,2,126,play,1,9,63.0,0,102
733,3,234,get_help,1,8,78.0,0,152
734,9,8,level_up,4,8,0.8888888888888888,0,458
735,7,129,level_up,4,7,18.428571428571427,0,358
736,7,264,play,1,9,37.714285714285715,0,352
737,6,157,restart,3,2,26.166666666666668,0,306
738,8,5,quit,5,3,0.625,0,410
739,4,86,level_up,5,10,21.5,0,210
740,8,175,get_help,6,8,21.875,0,412
741,4,290,get_help,1,6,72.5,0,202
742,8,193,restart,1,10,24.125,0,402
743,9,119,level_up,1,9,13.222222222222221,0,452
744,3,218,play,3,10,72.66666666666667,0,156
745,3,114,get_help,4,4,38.0,0,158
746,2,145,restart,1,8,72.5,0,102
747,10,26,level_up,1,10,2.6,1,502
748,3,136,level_up,2,3,45.333333333333336,0,154
749,3,232,level_up,3,3,77.33333333333333,0,156
750,5,76,level_up,6,8,15.2,0,262
751,5,289,level_up,1,5,57.8,0,252
752,2,1,get_help,2,3,0.5,0,104
753,10,147,restart,5,10,14.7,1,510
754,6,287,level_up,6,1,47.833333333333336,0,312
755,5,142,quit,1,3,28.4,0,252
756,6,53,quit,1,9,8.833333333333334,0,302
757,1,69,restart,2,5,69.0,0,54
758,5,90,play,3,10,18.0,0,256
759,9,220,play,1,2,24.444444444444443,0,452
760,10,192,play,5,7,19.2,1,510
761,2,63,quit,1,2,31.5,0,102
762,1,73,play,5,4,73.0,0,60
763,10,161,get_help,6,7,16.1,1,512
764,9,169,level_up,6,4,18.77777777777778,0,462
765,10,89,quit,4,7,8.9,1,508
766,9,176,restart,4,7,19.555555555555557,0,458
767,9,269,restart,5,1,29.88888888888889,0,460
768,6,73,level_up,3,6,12.166666666666666,0,306
769,8,245,quit,1,9,30.625,0,402
770,1,77,play,1,2,77.0,0,52
771,10,159,play,4,3,15.9,1,508
772,4,98,get_help,5,10,24.5,0,210
773,1,102,get_help,1,5,102.0,0,52
774,8,132,play,1,9,16.5,0,402
775,1,102,restart,3,4,102.0,0,56
776,3,19,restart,2,1,6.333333333333333,0,154
777,4,82,get_help,4,4,20.5,0,208
778,8,279,level_up,4,6,34.875,0,408
779,6,129,play,2,5,21.5,0,304
780,10,89,get_help,1,1,8.9,1,502
781,7,213,get_help,3,4,30.428571428571427,0,356
782,8,143,play,3,6,17.875,0,406
783,2,65,play,4,10,32.5,0,108
784,10,76,restart,3,10,7.6,1,506
785,8,199,level_up,6,4,24.875,0,412
786,3,143,level_up,2,9,47.666666666666664,0,154
787,7,93,play,1,5,13.285714285714286,0,352
788,3,224,quit,6,8,74.66666666666667,0,162
789,7,291,get_help,2,9,41.57142857142857,0,354
790,2,102,get_help,5,10,51.0,0,110
791,10,267,play,4,5,26.7,1,508
792,6,110,quit,3,6,18.333333333333332,0,306
793,3,265,restart,5,1,88.33333333333333,0,160
794,3,3,play,3,7,1.0,0,156
795,9,85,play,6,4,9.444444444444445,0,462
796,7,282,get_help,1,2,40.285714285714285,0,352
797,5,117,play,1,5,23.4,0,252
798,10,221,play,1,3,22.1,1,502
799,7,154,play,3,6,22.0,0,356
800,9,153,get_help,5,8,17.0,0,460
801,1,12,restart,1,7,12.0,0,52
802,7,133,restart,5,3,19.0,0,360
803,6,293,play,3,8,48.833333333333336,0,306
804,10,300,get_help,6,2,30.0,1,512
805,9,228,restart,5,10,25.333333333333332,0,460
806,1,271,restart,6,9,271.0,0,62
807,4,43,restart,3,4,10.75,0,206
808,9,21,get_help,3,1,2.3333333333333335,0,456
809,4,107,get_help,4,8,26.75,0,208
810,10,117,play,3,7,11.7,1,506
811,3,124,level_up,3,5,41.333333333333336,0,156
812,9,281,restart,2,10,31.22222222222222,0,454
813,2,292,level_up,1,5,146.0,0,102
814,4,203,get_help,4,7,50.75,0,208
815,6,51,get_help,4,5,8.5,0,308
816,2,271,get_help,4,8,135.5,0,108
817,8,277,level_up,2,6,34.625,0,404
818,8,141,get_help,6,5,17.625,0,412
819,1,275,play,3,9,275.0,0,56
820,3,290,get_help,1,2,96.66666666666667,0,152
821,10,52,quit,5,1,5.2,1,510
822,9,27,level_up,6,8,3.0,0,462
823,5,157,quit,3,3,31.4,0,256
824,6,239,get_help,2,7,39.833333333333336,0,304
825,4,156,play,3,10,39.0,0,206
826,10,291,restart,3,8,29.1,1,506
827,2,136,get_help,2,6,68.0,0,104
828,8,144,play,4,10,18.0,0,408
829,6,106,level_up,4,9,17.666666666666668,0,308
830,5,158,quit,1,7,31.6,0,252
831,9,146,quit,1,10,16.22222222222222,0,452
832,1,2,quit,4,5,2.0,0,58
833,5,77,level_up,6,8,15.4,0,262
834,6,132,play,5,2,22.0,0,310
835,5,90,level_up,3,7,18.0,0,256
836,6,263,quit,5,4,43.833333333333336,0,310
837,6,108,get_help,3,9,18.0,0,306
838,7,74,restart,4,1,10.571428571428571,0,358
839,4,39,level_up,1,7,9.75,0,202
840,8,159,level_up,6,6,19.875,0,412
841,7,71,play,1,8,10.142857142857142,0,352
842,9,241,play,5,5,26.77777777777778,0,460
843,7,298,level_up,1,1,42.57142857142857,0,352
844,3,36,quit,4,1,12.0,0,158
845,3,84,restart,6,9,28.0,0,162
846,8,263,play,5,10,32.875,0,410
847,5,172,quit,6,6,34.4,0,262
848,4,173,get_help,3,10,43.25,0,206
849,8,47,play,1,5,5.875,0,402
850,6,141,quit,6,1,23.5,0,312
851,2,118,quit,2,6,59.0,0,104
852,4,277,restart,1,6,69.25,0,202
853,4,214,restart,3,3,53.5,0,206
854,6,220,get_help,6,8,36.666666666666664,0,312
855,6,26,quit,5,1,4.333333333333333,0,310
856,1,9,quit,3,1,9.0,0,56
857,8,271,restart,2,6,33.875,0,404
858,6,10,play,6,10,1.6666666666666667,0,312
859,3,121,play,4,1,40.333333333333336,0,158
860,9,125,level_up,1,6,13.88888888888889,0,452
861,2,170,restart,5,1,85.0,0,110
862,8,72,level_up,4,6,9.0,0,408
863,10,152,restart,6,3,15.2,1,512
864,3,208,get_help,6,8,69.33333333333333,0,162
865,5,49,quit,3,6,9.8,0,256
866,6,154,get_help,6,1,25.666666666666668,0,312
867,10,293,restart,5,5,29.3,1,510
868,6,68,quit,4,8,11.333333333333334,0,308
869,4,50,play,5,3,12.5,0,210
870,3,152,play,2,6,50.666666666666664,0,154
871,4,19,level_up,2,5,4.75,0,204
872,1,100,restart,1,6,100.0,0,52
873,4,60,restart,1,10,15.0,0,202
874,1,167,play,2,1,167.0,0,54
875,1,202,get_help,6,7,202.0,0,62
876,10,146,quit,5,9,14.6,1,510
877,6,164,get_help,2,2,27.333333333333332,0,304
878,5,242,get_help,1,10,48.4,0,252
879,4,69,play,2,5,17.25,0,204
880,3,175,play,6,10,58.333333333333336,0,162
881,1,49,play,2,4,49.0,0,54
882,6,108,level_up,5,6,18.0,0,310
883,2,226,get_help,4,6,113.0,0,108
884,8,161,restart,6,2,20.125,0,412
885,10,119,quit,1,2,11.9,1,502
886,5,149,level_up,5,4,29.8,0,260
887,7,150,restart,2,1,21.428571428571427,0,354
888,10,293,get_help,2,9,29.3,1,504
889,2,143,play,4,7,71.5,0,108
890,8,160,get_help,1,7,20.0,0,402
891,2,11,quit,1,3,5.5,0,102
892,4,138,level_up,3,3,34.5,0,206
893,1,78,level_up,1,1,78.0,0,52
894,5,77,quit,4,3,15.4,0,258
895,9,254,restart,3,3,28.22222222222222,0,456
896,1,258,restart,3,4,258.0,0,56
897,9,291,level_up,2,4,32.333333333333336,0,454
898,8,263,level_up,2,3,32.875,0,404
899,6,85,play,1,10,14.166666666666666,0,302
900,7,146,restart,3,8,20.857142857142858,0,356
901,3,42,quit,2,8,14.0,0,154
902,1,125,restart,4,1,125.0,0,58
903,5,167,play,2,7,33.4,0,254
904,2,241,level_up,6,2,120.5,0,112
905,5,280,level_up,6,1,56.0,0,262
906,8,188,play,2,3,23.5,0,404
907,9,19,quit,3,4,2.111111111111111,0,456
908,2,68,level_up,3,6,34.0,0,106
909,3,218,get_help,5,10,72.66666666666667,0,160
910,3,102,level_up,6,5,34.0,0,162
911,1,42,get_help,4,4,42.0,0,58
912,8,288,play,3,8,36.0,0,406
913,6,167,play,1,4,27.833333333333332,0,302
914,8,109,level_up,6,10,13.625,0,412
915,9,36,restart,4,2,4.0,0,458
916,5,232,get_help,4,3,46.4,0,258
917,3,229,quit,3,6,76.33333333333333,0,156
918,5,164,level_up,4,8,32.8,0,258
919,5,73,quit,3,8,14.6,0,256
920,5,136,level_up,2,9,27.2,0,254
921,3,70,restart,6,7,23.333333333333332,0,162
922,10,196,restart,5,2,19.6,1,510
923,4,269,restart,2,8,67.25,0,204
924,9,49,restart,6,7,5.444444444444445,0,462
925,10,130,play,3,8,13.0,1,506
926,9,5,play,6,3,0.5555555555555556,0,462
927,2,27,get_help,3,7,13.5,0,106
928,8,160,quit,2,10,20.0,0,404
929,8,149,level_up,1,9,18.625,0,402
930,7,264,level_up,1,3,37.714285714285715,0,352
931,8,230,play,6,10,28.75,0,412
932,3,200,level_up,1,6,66.66666666666667,0,152
933,6,50,play,3,2,8.333333333333334,0,306
934,1,67,get_help,4,2,67.0,0,58
935,7,300,quit,3,5,42.857142857142854,0,356
936,1,58,get_help,4,5,58.0,0,58
937,9,259,restart,2,7,28.77777777777778,0,454
938,1,130,restart,5,2,130.0,0,60
939,1,215,restart,4,7,215.0,0,58
940,7,172,get_help,1,5,24.571428571428573,0,352
941,2,258,level_up,3,6,129.0,0,106
942,5,102,quit,2,8,20.4,0,254
943,8,209,restart,1,10,26.125,0,402
944,8,291,restart,2,4,36.375,0,404
945,3,286,restart,5,7,95.33333333333333,0,160
946,7,116,quit,3,6,16.571428571428573,0,356
947,3,264,restart,6,10,88.0,0,162
948,6,150,quit,3,2,25.0,0,306
949,6,300,restart,5,8,50.0,0,310
950,3,36,get_help,3,10,12.0,0,156
951,7,287,get_help,6,9,41.0,0,362
952,3,208,quit,4,5,69.33333333333333,0,158
953,8,106,get_help,2,10,13.25,0,404
954,10,158,quit,6,4,15.8,1,512
955,4,121,get_help,1,6,30.25,0,202
956,1,55,get_help,5,8,55.0,0,60
957,4,12,quit,4,3,3.0,0,208
958,7,145,level_up,1,10,20.714285714285715,0,352
959,4,136,get_help,1,1,34.0,0,202
960,6,3,restart,5,4,0.5,0,310
961,9,144,level_up,4,4,16.0,0,458
962,1,30,quit,1,1,30.0,0,52
963,5,237,level_up,1,9,47.4,0,252
964,7,279,play,4,3,39.857142857142854,0,358
965,1,115,play,3,5,115.0,0,56
966,4,104,get_help,1,6,26.0,0,202
967,6,118,get_help,2,8,19.666666666666668,0,304
968,2,5,restart,4,6,2.5,0,108
969,10,248,level_up,1,3,24.8,1,502
970,5,121,play,5,6,24.2,0,260
971,10,286,get_help,6,1,28.6,1,512
972,1,149,level_up,2,4,149.0,0,54
973,6,84,get_help,6,6,14.0,0,312
974,6,231,get_help,6,7,38.5,0,312
975,4,288,play,1,10,72.0,0,202
976,8,161,play,2,3,20.125,0,404
977,4,272,get_help,2,9,68.0,0,204
978,8,38,quit,3,7,4.75,0,406
979,8,226,get_help,6,1,28.25,0,412
980,5,142,get_help,2,2,28.4,0,254
981,4,292,restart,3,1,73.0,0,206
982,2,151,restart,4,9,75.5,0,108
983,3,114,restart,3,9,38.0,0,156
984,3,237,quit,5,7,79.0,0,160
985,4,66,quit,1,10,16.5,0,202
986,4,258,get_help,4,3,64.5,0,208
987,10,249,restart,4,5,24.9,1,508
988,5,180,quit,5,4,36.0,0,260
989,4,190,play,3,7,47.5,0,206
990,10,154,get_help,1,9,15.4,1,502
991,8,196,level_up,3,2,24.5,0,406
992,6,262,get_help,2,8,43.666666666666664,0,304
993,6,143,level_up,3,9,23.833333333333332,0,306
994,8,101,restart,4,10,12.625,0,408
995,7,244,level_up,1,10,34.857142857142854,0,352
996,10,12,restart,3,9,1.2,1,506
997,10,239,play,1,10,23.9,1,502
998,8,49,level_up,1,7,6.125,0,402
999,2,42,get_help,2,9,21.0,0,104
1000,9,166,restart,2,9,18.444444444444443,0,454
